TemplateType=shoes	Version=2017.0223	Le prime 3 righe sono destinate a uso esclusivo di Amazon.com. Non modificare, né cancellarle prime 3 righe.								Offerta-Informazioni sull'offerta - Attributi obbligatori per rendere il prodotto acquistabile dai clienti sul sito.												Dimensioni-Dimensioni del prodotto - Attributi che specificano le dimensioni e il peso di un prodotto.								Scoperta-Informazioni sulla scoperta del prodotto - Questi attributi influiscono sulla modalit? in cui il cliente pu? trovare i prodotti sul sito mediante navigazione o ricerca.		"Immagini-Informazioni sull'immagine. Si veda la scheda ""Istruzioni per l'immagine"", per maggiori dettagli."										Metodo di gestione-utilizza queste colonne per fornire informazioni riguardanti il metodo di  gestione delle offerte (tramite Logistica di Amazon o auto-gestite dal venditore stesso).							Varianti-Informazioni varianti - Popolare questi attributi se il prodotto ? disponibile in diverse varianti (Per esempio: colore o wattaggio).				Conformit?-Informazioni di conformit? - Attributi utilizzati per conformit? alle leggi a tutela del consumatore nel Paese o nella regione in cui ? venduto l'articolo.	Non raggruppati - Questi attributi di creare elenchi di prodotti ricche per i vostri acquirenti.																			
SKU venditore	Codice prodotto standard	Tipo codice prodotto	Titolo articolo	Marca	Descrizione articolo	Tipo di prodotto	Aggiornamento - Eliminazione	Codice articolo del produttore	Numero di modello	Prezzo articolo	Quantit?	Prezzo scontato	Data inizio sconto	Data fine sconto	Quantit? prodotti per ordine	Disponibilit? messaggio auguri	Disponibilit? confezione regalo	Produzione interrotta	Tempo di evasione ordine	Gruppo Spedizione venditore	Codice fiscale prodotto	Unit? di misura peso di spedizione	Peso di spedizione	Lunghezza articolo	Altezza articolo	Larghezza articolo	Unit? di misura dimensioni del prodotto	Peso articolo	Unit? di misura del peso dell'articolo	Browse node raccomandato	Termini di ricerca	URL immagine principale	URL altre immagini1	URL altre immagini2	URL altre immagini3	URL altre immagini4	URL altre immagini5	URL altre immagini6	URL altre immagini7	URL altre immagini8	URL immagine campione	Altezza pacco	Larghezza pacco	Lunghezza pacco	Unit? di misura dimensioni collo	Peso pacco	Unit? di misura peso collo	Numero centro di distribuzione	Parentela	"SKU ""parent"""	Tipo di relazione	Tema variante	Paese di origine	Genere	Anno del modello	Nome modello	Stile	Colore	Mappatura colore	Taglia	Materiale esterno	Collezione	Stagione	Larghezza Scarpa	Mappatura taglia	Composizione materiale	Materiale interno	Materiale suola	Tipo di tacco	Tipo di chiusura	Tipo di sport	Altezza tacco	Unit? di misura dimensioni scarpa
fines-ToteBag-BGE-BFKU			What Do We Say To The God Of Death? Not Today Quote Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFKU	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, game, thronessansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, snow, whitewalker	http://79.98.29.171/media/generated_images/249857.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFKT			I Don't Need Saving Quote Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFKT	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, game, thronessansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, snow, whitewalker	http://79.98.29.171/media/generated_images/249867.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFKS			A Minute An Hour A Month Death Is Certain Time Is Not Quote Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFKS	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, game, thronessansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, snow, whitewalker	http://79.98.29.171/media/generated_images/249877.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFKR			Winter Is Coming Quote Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFKR	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, game, thronessansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, snow, whitewalker	http://79.98.29.171/media/generated_images/249887.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFKQ			Words Are Wind Quote Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFKQ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, game, thronessansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, snow, whitewalker	http://79.98.29.171/media/generated_images/249897.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFKP			That's What I Do I Drink And I Know Things Tyrion Lannister Quote  Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFKP	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, game, thronessansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, snow, whitewalker	http://79.98.29.171/media/generated_images/249907.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFKO			Hold the Door Hodor Quote Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFKO	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, game, thronessansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, snow, whitewalker	http://79.98.29.171/media/generated_images/249917.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFKN			When You Play GoT You Win Or You Die Quote Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFKN	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, game, thronessansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, snow, whitewalker	http://79.98.29.171/media/generated_images/249927.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFKM			PLATA O PLOMO Pablo Escobar Portrait Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFKM	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, narcos, patron, cocaina, bandidodea, cocaine, coca, traffic, powerpablo, emilio, escobar, gaviria	http://79.98.29.171/media/generated_images/249937.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFIK			Pablo Escobar Plata O Plomo Stencil Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFIK	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, narcos, patron, cocaina, bandidodea, cocaine, coca, traffic, powerpablo, emilio, escobar, gaviria	http://79.98.29.171/media/generated_images/249947.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFIJ			Pablo Escobar vs Popular Video Game Parody Poster Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFIJ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, narcos, patron, cocaina, bandidodea, cocaine, coca, traffic, powerpablo, emilio, escobar, gaviria	http://79.98.29.171/media/generated_images/249957.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFII			Pablo Escobar There Can Only Be One King Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFII	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, narcos, patron, cocaina, bandidodea, cocaine, coca, traffic, powerpablo, emilio, escobar, gaviria	http://79.98.29.171/media/generated_images/249967.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFIH			Pablo ESCOBAR EL PATRON Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFIH	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, narcos, patron, cocaina, bandidodea, cocaine, coca, traffic, powerpablo, emilio, escobar, gaviria	http://79.98.29.171/media/generated_images/249977.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFIG			Pablo Escobar PLATA O PLOMO? Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFIG	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, narcos, patron, cocaina, bandidodea, cocaine, coca, traffic, powerpablo, emilio, escobar, gaviria	http://79.98.29.171/media/generated_images/249987.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFIF			Pablo Escobar Plata O Plomo Crossed Bones Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFIF	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, narcos, patron, cocaina, bandidodea, cocaine, coca, traffic, powerpablo, emilio, escobar, gaviria	http://79.98.29.171/media/generated_images/249997.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFHW			Jon Snow Targaryen Red King in the North Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFHW	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, game, thronessansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, snow, whitewalker	http://79.98.29.171/media/generated_images/250007.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFHV			GoT House Targaryen Fire and Blood Dragonstone I Will Take What is Mine Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFHV	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, game, thronessansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, snow, whitewalker	http://79.98.29.171/media/generated_images/250017.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFHT			GoT House Targaryen Jon Snow King In The North Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFHT	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, game, thronessansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, snow, whitewalker	http://79.98.29.171/media/generated_images/250027.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFHR			Tyrion Lannister I Drink And I Know Things Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFHR	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, ramsay, boltonssansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, alcoholis, valar, whitewalker	http://79.98.29.171/media/generated_images/250037.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFHQ			My Pecker Is Bigger Than Jon's Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFHQ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, ramsay, boltonssansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, alcoholis, valar, whitewalker	http://79.98.29.171/media/generated_images/250047.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFHP			Single Taken Night's Watch Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFHP	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, ramsay, boltonssansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, alcoholis, valar, whitewalker	http://79.98.29.171/media/generated_images/250057.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFHO			For The Watch Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFHO	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, ramsay, boltonssansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, alcoholis, valar, whitewalker	http://79.98.29.171/media/generated_images/250067.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFHN			You Know Nothing Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFHN	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, ramsay, boltonssansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, alcoholis, valar, whitewalker	http://79.98.29.171/media/generated_images/250077.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFHC			Valar Alcoholis All Men Must Drink Bottle Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFHC	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, ramsay, boltonssansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, alcoholis, valar, whitewalker	http://79.98.29.171/media/generated_images/250087.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFHB			Valar Alcoholis All Men Must Drink Art Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFHB	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, ramsay, boltonsansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, alcoholis, valar, whitewalker	http://79.98.29.171/media/generated_images/250097.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFHA			Valar Fuckulis Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFHA	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, ramsay, boltonsansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, alcoholis, valar, whitewalker	http://79.98.29.171/media/generated_images/250107.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFGZ			Valar Alcoholis All Men Must Drink Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFGZ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, khaleesi, daenerys, theon, reek, ramsay, boltonsansa, stark, winter, is, coming, valar, morghulisimp, dragon, jon, alcoholis, valar, whitewalker	http://79.98.29.171/media/generated_images/250117.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFFZ			American Flag Weed Star Cannabis Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFFZ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, usa, america, 420, marijuana, potfunny, app, meme, 9gag, lad, swagdope, swag, politics, basketball	http://79.98.29.171/media/generated_images/250127.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BFFY			Humans are So Interesting Ryuk Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BFFY	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, police, book, death, note, shinigami, light, ryukbleach, naruto, pokemon, death, noteanime, manga, hentai, dbz	http://79.98.29.171/media/generated_images/250137.png																					Lituania					Beige	Beige	one size					one size								
